station_id,station_name,arrond_name,arrond_abbrev,arrond_area
6927,Édouard-Montpetit / de Stirling,Côte-des-Neiges-Notre-Dame-de-Grâce,CN,21483754.6915099
6928,Jean-Brillant / McKenna,Côte-des-Neiges-Notre-Dame-de-Grâce,CN,21483754.6915099
6929,St-André / St-Grégoire,Le Plateau-Mont-Royal,PM,8151665.08032495
6930,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),Villeray-Saint-Michel-Parc-Extension,VS,16477356.1380656
7001,Ball / Querbes,Villeray-Saint-Michel-Parc-Extension,VS,16477356.1380656
7002,Meunier / Fleury,Ahuntsic-Cartierville,AC,25571187.4830152
7003,Métro Guy-Concordia (Guy / St-Catherine),Ville-Marie,VM,21500631.743203
7004,Émile-Journault / de Chateaubriand,Ahuntsic-Cartierville,AC,25571187.4830152
7005,Marquette / Fleury,Ahuntsic-Cartierville,AC,25571187.4830152
7006,Clark / Fleury,Ahuntsic-Cartierville,AC,25571187.4830152
7007,Kirkfield / de Chambois,Côte-des-Neiges-Notre-Dame-de-Grâce,CN,21483754.6915099
7008,Rousselot / Jarry,Villeray-Saint-Michel-Parc-Extension,VS,16477356.1380656
7009,Place Émilie-Gamelin (de Maisonneuve / Berri),Ville-Marie,VM,21500631.743203
7010,Coolbrook / Queen-Mary,Côte-des-Neiges-Notre-Dame-de-Grâce,CN,21483754.6915099
7011,Panet / de Maisonneuve,Ville-Marie,VM,21500631.743203
7012,St-Hubert / René-Lévesque,Ville-Marie,VM,21500631.743203
7013,Benny / Sherbrooke,Côte-des-Neiges-Notre-Dame-de-Grâce,CN,21483754.6915099
7014,Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Côte-des-Neiges-Notre-Dame-de-Grâce,CN,21483754.6915099
7015,Parc des Rapides (LaSalle / 6e avenue),LaSalle,LS,25197267.8224814
7016,Métro Langelier (Langelier / Sherbrooke),Mercier-Hochelaga-Maisonneuve,MH,27408411.8682898
7017,Bennett / Ste-Catherine,Mercier-Hochelaga-Maisonneuve,MH,27408411.8682898
7018,Valois / Ste-Catherine,Mercier-Hochelaga-Maisonneuve,MH,27408411.8682898
7019,Casgrain / St-Viateur,Le Plateau-Mont-Royal,PM,8151665.08032495
7020,St-Germain / Hochelaga,Mercier-Hochelaga-Maisonneuve,MH,27408411.8682898
7021,Dollard / Van Horne,Outremont,OM,3813355.72326504
7022,Durocher / Bernard,Outremont,OM,3813355.72326504
7023,CHSLD St-Michel (Jarry / 8e avenue),Villeray-Saint-Michel-Parc-Extension,VS,16477356.1380656
7024,Berri / St-Joseph,Le Plateau-Mont-Royal,PM,8151665.08032495
7025,St-Dominique / Bernard,Le Plateau-Mont-Royal,PM,8151665.08032495
7026,Maguire / Henri-Julien,Le Plateau-Mont-Royal,PM,8151665.08032495
7027,Terrasse Guindon / Fullum,Le Plateau-Mont-Royal,PM,8151665.08032495
7028,de Gaspé / St-Viateur,Le Plateau-Mont-Royal,PM,8151665.08032495
7029,Cartier / Masson,Le Plateau-Mont-Royal,PM,8151665.08032495
7030,de Bordeaux / Marie-Anne,Le Plateau-Mont-Royal,PM,8151665.08032495
7031,Berri / Rachel,Le Plateau-Mont-Royal,PM,8151665.08032495
7032,Drolet / Laurier,Le Plateau-Mont-Royal,PM,8151665.08032495
7033,Aylmer / Prince-Arthur,Le Plateau-Mont-Royal,PM,8151665.08032495
7034,Atwater / Greene,Le Sud-Ouest,SO,18144269.4942672
7035,Fullum / Gilford,Le Plateau-Mont-Royal,PM,8151665.08032495
7036,Labadie / du Parc,Le Plateau-Mont-Royal,PM,8151665.08032495
7037,Prince-Arthur / Ste-Famille,Le Plateau-Mont-Royal,PM,8151665.08032495
7038,Guilbault / Clark,Le Plateau-Mont-Royal,PM,8151665.08032495
7039,du Mont-Royal / Augustin-Frigon,Rosemont-La Petite-Patrie,RO,15886530.2734387
7040,St-Urbain / Beaubien,Rosemont-La Petite-Patrie,RO,15886530.2734387
7041,de Maisonneuve / Peel,Ville-Marie,VM,21500631.743203
7042,Alexandra / Jean-Talon,Rosemont-La Petite-Patrie,RO,15886530.2734387
7043,Ernest-Gendreau / du Mont-Royal,Rosemont-La Petite-Patrie,RO,15886530.2734387
7044,Hôpital Santa Cabrini (St-Zotique / Jeanne-Jugan),Rosemont-La Petite-Patrie,RO,15886530.2734387
7045,Casgrain / Mozart,Rosemont-La Petite-Patrie,RO,15886530.2734387
7046,de Maisonneuve / Mansfield (nord),Ville-Marie,VM,21500631.743203
7047,Ottawa / Peel,Le Sud-Ouest,SO,18144269.4942672
7048,Métro Angrignon (Lamont /  des Trinitaires),Le Sud-Ouest,SO,18144269.4942672
7049,William / Guy,Le Sud-Ouest,SO,18144269.4942672
7050,Ottawa / William,Le Sud-Ouest,SO,18144269.4942672
7051,Jogues / Allard,Le Sud-Ouest,SO,18144269.4942672
7052,Shearer / Centre,Le Sud-Ouest,SO,18144269.4942672
7053,Ropery / Augustin-Cantin,Le Sud-Ouest,SO,18144269.4942672
7054,de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,SO,18144269.4942672
7055,Rose-de-Lima / Notre-Dame,Le Sud-Ouest,SO,18144269.4942672
7056,Bibliothèque de Verdun (Brown / Bannantyne),Verdun,VD,22328673.5349607
7057,2e avenue / Wellington,Verdun,VD,22328673.5349607
7058,Gordon / Wellington,Verdun,VD,22328673.5349607
7059,Argyle / de Verdun,Verdun,VD,22328673.5349607
7060,de l'Église / de Verdun,Verdun,VD,22328673.5349607
7061,Lajeunesse / de Castelnau,Villeray-Saint-Michel-Parc-Extension,VS,16477356.1380656
7062,William / Robert-Bourassa,Le Sud-Ouest,SO,18144269.4942672
7063,Drolet / Jarry,Villeray-Saint-Michel-Parc-Extension,VS,16477356.1380656
7064,Clark / de Liège,Villeray-Saint-Michel-Parc-Extension,VS,16477356.1380656
7065,de Lanaudière / Bélanger,Rosemont-La Petite-Patrie,RO,15886530.2734387
7066,St-Urbain / de la Gauchetière,Ville-Marie,VM,21500631.743203
7067,City Councillors / du President-Kennedy,Ville-Marie,VM,21500631.743203
7068,Basin / Richmond,Le Sud-Ouest,SO,18144269.4942672
7069,Jeanne-Mance / René-Lévesque,Ville-Marie,VM,21500631.743203
7070,Bourgeoys / Favard,Le Sud-Ouest,SO,18144269.4942672
7071,St-Mathieu / Sherbrooke,Ville-Marie,VM,21500631.743203
7072,Beaudry / Sherbrooke,Ville-Marie,VM,21500631.743203
7073,Logan / de Champlain,Ville-Marie,VM,21500631.743203
7074,St-André / Robin,Ville-Marie,VM,21500631.743203
7075,CIUSSS (du Trianon / Pierre-de-Coubertin),Mercier-Hochelaga-Maisonneuve,MH,27408411.8682898
7076,Tupper / du Fort,Ville-Marie,VM,21500631.743203
7077,Jean Langlois / Fullum,Ville-Marie,VM,21500631.743203
7078,Hochelaga / Chapleau,Ville-Marie,VM,21500631.743203
7079,Notre-Dame / Gauvin,Ville-Marie,VM,21500631.743203
7080,du President-Kennedy / Union,Ville-Marie,VM,21500631.743203
7081,St-Denis / de Maisonneuve,Ville-Marie,VM,21500631.743203
7082,Métro Lionel-Groulx (Atwater / Lionel-Groulx),Le Sud-Ouest,SO,18144269.4942672
7083,Parc de Bullion (de Bullion / Prince-Arthur),Le Plateau-Mont-Royal,PM,8151665.08032495
7084,McTavish / Sherbrooke,Ville-Marie,VM,21500631.743203
7085,de la Grande-Allée / Ste-Catherine,Montréal-Est,ME,13974007.395917
7086,Parc de l'Hôtel-de-Ville (Dubé / Laurendeau),Montréal-Est,ME,13974007.395917
7087,St-Jean-Baptiste / René-Lévesque,Rivière-des-Prairies-Pointe-aux-Trembles,RP,50047004.4704679
7088,du Tricentenaire / de Montigny,Rivière-des-Prairies-Pointe-aux-Trembles,RP,50047004.4704679
7089,du Tricentenaire / Prince-Albert,Rivière-des-Prairies-Pointe-aux-Trembles,RP,50047004.4704679
7090,de St-Firmin / Fleury,Ahuntsic-Cartierville,AC,25571187.4830152
7091,Fleury / André-Jobin,Ahuntsic-Cartierville,AC,25571187.4830152
7092,Gare Bois-de-Boulogne,Ahuntsic-Cartierville,AC,25571187.4830152
7093,Laforest / Dudemaine,Ahuntsic-Cartierville,AC,25571187.4830152
7094,Alfred Laliberté / de Poutrincourt,Ahuntsic-Cartierville,AC,25571187.4830152
7095,Chabanel / de l'Esplanade,Ahuntsic-Cartierville,AC,25571187.4830152
7096,Chabanel / du Parc,Ahuntsic-Cartierville,AC,25571187.4830152
7097,Bélanger / des Galeries d'Anjou,Anjou,AJ,13878193.7139332
7098,Parc d'Antioche,Anjou,AJ,13878193.7139332
7099,Vezina / Victoria,Côte-des-Neiges-Notre-Dame-de-Grâce,CN,21483754.6915099
7100,Métro Namur (des Jockeys / Décarie),Côte-des-Neiges-Notre-Dame-de-Grâce,CN,21483754.6915099
7101,Métro de la Savane (de Sorel / Bougainville),Côte-des-Neiges-Notre-Dame-de-Grâce,CN,21483754.6915099
7102,Grand Boulevard / de Terrebonne,Côte-des-Neiges-Notre-Dame-de-Grâce,CN,21483754.6915099
7103,St-Joseph / 8e avenue Lachine,Lachine,LC,23127785.9947689
7104,8e avenue / Notre-Dame Lachine,Lachine,LC,23127785.9947689
7105,St-Joseph / 34e avenue Lachine,Lachine,LC,23127785.9947689
7106,Victoria / 18e avenue Lachine,Lachine,LC,23127785.9947689
7107,19e avenue / St-Joseph Lachine,Lachine,LC,23127785.9947689
7108,Gagne / LaSalle,LaSalle,LS,25197267.8224814
7109,Cégep André-Laurendeau,LaSalle,LS,25197267.8224814
7110,LaSalle / 67e avenue,LaSalle,LS,25197267.8224814
7111,Highlands / LaSalle,LaSalle,LS,25197267.8224814
7112,Newman / Senkus,LaSalle,LS,25197267.8224814
7113,Casgrain / Maguire,Le Plateau-Mont-Royal,PM,8151665.08032495
7114,Smith / Peel,Le Sud-Ouest,SO,18144269.4942672
7115,Métro Radisson (Sherbrooke / des Groseilliers),Mercier-Hochelaga-Maisonneuve,MH,27408411.8682898
7116,Métro Honoré-Beaugrand (Sherbrooke / Honoré-Beaugrand),Mercier-Hochelaga-Maisonneuve,MH,27408411.8682898
7117,François-Boivin / Bélanger,Mercier-Hochelaga-Maisonneuve,MH,27408411.8682898
7118,Tellier / des Futailles,Mercier-Hochelaga-Maisonneuve,MH,27408411.8682898
7119,Notre-Dame / Liébert,Mercier-Hochelaga-Maisonneuve,MH,27408411.8682898
7120,Notre-Dame / des Ormeaux,Mercier-Hochelaga-Maisonneuve,MH,27408411.8682898
7121,de Bruxelles / Hochelaga,Mercier-Hochelaga-Maisonneuve,MH,27408411.8682898
7122,de Belleville / Fleury,Montréal-Nord,MN,12430208.2276064
7123,des Récollets / Martial,Montréal-Nord,MN,12430208.2276064
7124,Dollard / Bernard,Outremont,OM,3813355.72326504
7125,Rosemont / Viau,Rosemont-La Petite-Patrie,RO,15886530.2734387
7126,41e avenue / Rosemont,Rosemont-La Petite-Patrie,RO,15886530.2734387
7127,Jeanne-Mance / Beaubien,Rosemont-La Petite-Patrie,RO,15886530.2734387
7128,Métro Côte-Vertu (Gohier / Edouard-Laurin),Saint-Laurent,LR,43077847.4826827
7129,de l'Eglise / St-Germain,Saint-Laurent,LR,43077847.4826827
7130,Métro du Collège (Cartier / Décarie),Saint-Laurent,LR,43077847.4826827
7131,Bibliothèque du Boisé (Thimens / Todd),Saint-Laurent,LR,43077847.4826827
7132,Ste-Croix / Tassé,Saint-Laurent,LR,43077847.4826827
7133,Thimens / Alexis-Nihon,Saint-Laurent,LR,43077847.4826827
7134,Poirier / O'Brien,Saint-Laurent,LR,43077847.4826827
7135,Cavendish / Poirier,Saint-Laurent,LR,43077847.4826827
7136,Marcel-Laurin / Beaudet,Saint-Laurent,LR,43077847.4826827
7137,de Lisieux / Jean-Talon,Saint-Léonard,LN,13550689.4569742
7138,Dumesnil / Bélanger,Saint-Léonard,LN,13550689.4569742
7139,Parc Plage,Ville-Marie,VM,21500631.743203
7140,St-Jacques / des Seigneurs,Le Sud-Ouest,SO,18144269.4942672
7141,Turgeon / Notre-Dame,Le Sud-Ouest,SO,18144269.4942672
7142,Elgar / de l'Île-des-Sœurs,Verdun,VD,22328673.5349607
7143,LaSalle / Godin,Verdun,VD,22328673.5349607
7144,Hickson / Wellington,Verdun,VD,22328673.5349607
7145,Argyle / Bannantyne,Verdun,VD,22328673.5349607
7146,Lusignan / St-Jacques,Ville-Marie,VM,21500631.743203
7147,Métro de Castelnau (de Castelnau / Clark),Villeray-Saint-Michel-Parc-Extension,VS,16477356.1380656
7148,Papineau / Émile-Journault,Villeray-Saint-Michel-Parc-Extension,VS,16477356.1380656
7149,16e avenue / Jean-Talon,Villeray-Saint-Michel-Parc-Extension,VS,16477356.1380656
7150,du Souvenir / Chomedey,Ahuntsic-Cartierville,AC,25571187.4830152
7151,Métro Montmorency (de l'Avenir / Jacques-Tétreault),Ahuntsic-Cartierville,AC,25571187.4830152
7152,Parc St-Claude (7e avenue / 8e rue),Ahuntsic-Cartierville,AC,25571187.4830152
7153,Métro Cartier (des Laurentides / Cartier),Ahuntsic-Cartierville,AC,25571187.4830152
